Education_Sector,Entity_Type,School_No,School_Name,School_Type,Address_Line_1,Address_Town,Address_State,Address_Postcode,LGA_Name,longitude,latitude,score
Independent,2,1021,Scotch College,Pri/Sec,1 Morrison Street,HAWTHORN,VIC,3122,Boroondara (C),145.032288,-37.833922,35
Independent,2,1025,St Leonard's College,Pri/Sec,163 South Rd,BRIGHTON EAST,VIC,3187,Bayside (C),145.007554,-37.928631,34
Independent,2,1080,Tintern Grammar,Pri/Sec,90 Alexandra Road,RINGWOOD EAST,VIC,3135,Maroondah (C),145.25669,-37.815515,32
Independent,2,1086,Toorak College,Pri/Sec,73 Old Mornington Road,MT ELIZA,VIC,3930,Mornington Peninsula (S),145.093465,-38.172264,35
Independent,2,1116,St Catherine's School,Pri/Sec,17 Heyington Place,TOORAK,VIC,3142,Stonnington (C),145.021269,-37.838296,37
Independent,2,1117,Lowther Hall Anglican Grammar School,Pri/Sec,17 Leslie Road,ESSENDON,VIC,3040,Moonee Valley (C),144.914974,-37.759908,35
Catholic,2,1122,St Brigid's College,Secondary,97 Robinson Street,HORSHAM,VIC,3400,Horsham (RC),142.207946,-36.717313,26
Independent,2,1144,Penleigh & Essendon Grammar School,Pri/Sec,163 Rachelle Road,KEILOR EAST,VIC,3033,Moonee Valley (C),144.870337,-37.732154,34
Independent,2,1163,Shelford Girls' Grammar,Pri/Sec,3 Hood Crescent,CAULFIELD,VIC,3161,Glen Eira (C),145.011318,-37.877908,36
Independent,2,1183,Mentone Grammar School,Pri/Sec,63 Venice Street,MENTONE,VIC,3194,Kingston (C),145.068124,-37.987688,34
Independent,2,1187,Ivanhoe Girls' Grammar School,Pri/Sec,123 Marshall St,IVANHOE,VIC,3079,Banyule (C),145.046721,-37.765273,34
Independent,2,1189,Carey Baptist Grammar School,Pri/Sec,349 Barkers Road,KEW,VIC,3101,Boroondara (C),145.047817,-37.814784,33
Independent,2,1190,Kilvington Grammar School,Pri/Sec,2 Leila Road,ORMOND,VIC,3204,Glen Eira (C),145.041216,-37.899519,34
Independent,2,1191,Haileybury College,Pri/Sec,855 Springvale Rd,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),145.14643,-37.995979,36
Independent,2,1209,Strathcona Baptist Girls' Grammar,Pri/Sec,34 Scott Street,CANTERBURY,VIC,3126,Boroondara (C),145.080366,-37.829176,36
Independent,2,1213,Mentone Girls' Grammar School,Pri/Sec,11 Mentone Parade,MENTONE,VIC,3194,Kingston (C),145.063465,-37.989375,35
Independent,2,1218,Gippsland Grammar,Pri/Sec,417 York Street,SALE,VIC,3850,Wellington (S),147.064627,-38.093651,30
Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,10 Mandeville Crescent,TOORAK,VIC,3142,Stonnington (C),145.014892,-37.848193,35
Independent,2,1258,Camberwell Grammar School,Pri/Sec,55 Mont Albert Road,CANTERBURY,VIC,3126,Boroondara (C),145.066407,-37.816093,34
Independent,2,1262,Brighton Grammar School,Pri/Sec,90 Outer Crescent,BRIGHTON,VIC,3186,Bayside (C),144.993524,-37.911108,35
Independent,2,1267,Huntingtower School,Pri/Sec,77 Waimarie Drive,MT WAVERLEY,VIC,3149,Monash (C),145.136288,-37.876741,36
Catholic,2,1287,Our Lady of Sion College,Secondary,1065 Whitehorse Road,BOX HILL,VIC,3128,Whitehorse (C),145.129918,-37.818348,33
Catholic,2,1299,Salesian College Sunbury,Secondary,"Rupertswood, 1 Macedon Street",SUNBURY,VIC,3429,Hume (C),144.73903,-37.572644,28
Independent,2,1304,Kingswood College,Pri/Sec,355 Station Street,BOX HILL,VIC,3128,Whitehorse (C),145.118628,-37.832777,32
Independent,2,1316,St Margaret's School,Pri/Sec,27-47 Gloucester Ave,BERWICK,VIC,3806,Casey (C),145.346545,-38.035346,34
Independent,2,1322,Camberwell Girls Grammar School,Pri/Sec,2 Torrington Street,CANTERBURY,VIC,3126,Boroondara (C),145.059705,-37.818211,35
Catholic,2,1386,Santa Maria College,Secondary,50 Separation Street,NORTHCOTE,VIC,3070,Darebin (C),145.00248,-37.770356,30
Catholic,2,1415,St Kevin's College,Pri/Sec,31 Moonga Road,TOORAK,VIC,3142,Stonnington (C),145.0246967,-37.8353971,35
Catholic,2,1425,St Joseph's College Geelong,Secondary,135 Aphrasia Street,NEWTOWN,VIC,3220,Greater Geelong (C),144.331863,-38.150205,30
Catholic,2,1431,St Bede's College,Secondary,2 Mentone Parade,MENTONE,VIC,3194,Kingston (C),145.068214,-37.991161,29
Catholic,2,1445,Siena College Ltd,Secondary,815 Riversdale Road,CAMBERWELL,VIC,3124,Boroondara (C),145.082575,-37.833662,34
Catholic,2,1471,St Bernard's College,Secondary,41 Rosehill Road,ESSENDON,VIC,3040,Moonee Valley (C),144.8832,-37.749392,31
Catholic,2,1473,Whitefriars College Inc,Secondary,156 Park Road,DONVALE,VIC,3111,Manningham (C),145.199541,-37.7918,31
Catholic,2,1481,Our Lady of the Sacred Heart College,Secondary,111 Jasper Road,BENTLEIGH,VIC,3204,Glen Eira (C),145.039942,-37.925723,31
Catholic,2,1485,Salesian College,Secondary,10 Bosco Street,CHADSTONE,VIC,3148,Monash (C),145.100257,-37.882735,31
Independent,2,1490,Mount Scopus Memorial College,Pri/Sec,245 Burwood Highway,BURWOOD,VIC,3125,Whitehorse (C),145.117774,-37.847216,37
Catholic,2,1495,Marcellin College,Secondary,160 Bulleen Road,BULLEEN,VIC,3105,Manningham (C),145.082675,-37.774782,30
Catholic,2,1497,Marist-Sion College,Secondary,165 Burke Street,WARRAGUL,VIC,3820,Baw Baw (S),145.915266,-38.159029,29
Independent,2,1511,Heritage College,Pri/Sec,333 Centre Road,NARRE WARREN SOUTH,VIC,3805,Casey (C),145.316519,-38.050215,26
Catholic,2,1528,Monivae College,Secondary,133 Ballarat Road,HAMILTON,VIC,3300,Southern Grampians (S),142.0494536,-37.74203709,28
Independent,2,1533,Yeshivah College,Pri/Sec,88 Hotham Street,ST KILDA EAST,VIC,3183,Glen Eira (C),145.000341,-37.868122,36
Catholic,2,1547,Killester College,Secondary,433 Springvale Road,SPRINGVALE,VIC,3171,Greater Dandenong (C),145.152017,-37.959071,29
Catholic,2,1551,Clonard College,Secondary,225 Church Street,HERNE HILL,VIC,3218,Greater Geelong (C),144.330481,-38.130078,29
Independent,2,1561,Beth Rivkah Ladies College,Pri/Sec,14-20 Balaclava Road,ST KILDA EAST,VIC,3183,Glen Eira (C),145.000835,-37.869281,34
Catholic,2,1571,Sacred Heart Girls' College,Secondary,113 Warrigal Road,HUGHESDALE,VIC,3166,Monash (C),145.086083,-37.902163,32
Catholic,2,1588,St John's Regional College,Secondary,5-11 Caroline Street,DANDENONG,VIC,3175,Greater Dandenong (C),145.226256,-37.990229,25
Catholic,2,1589,Nagle College,Secondary,20 Hope Avenue,BAIRNSDALE,VIC,3875,East Gippsland (S),147.587656,-37.837096,28
Catholic,2,1592,Emmaus College,Secondary,503 Springvale Road,VERMONT SOUTH,VIC,3133,Whitehorse (C),145.174107,-37.84779,30
Catholic,2,1605,St Mary of the Angels College,Secondary,Chapel Street,NATHALIA,VIC,3638,Moira (S),145.208748,-36.057656,29
Catholic,2,1608,Aquinas College,Secondary,46 Great Ryrie Street,RINGWOOD,VIC,3134,Maroondah (C),145.234935,-37.823058,30
Independent,2,1609,Leibler Yavneh College,Pri/Sec,2 Nagle Avenue,ELSTERNWICK,VIC,3185,Glen Eira (C),145.006626,-37.892871,34
Independent,2,1610,Peninsula Grammar,Pri/Sec,20 Wooralla Drive,MT ELIZA,VIC,3930,Mornington Peninsula (S),145.090692,-38.198174,32
Catholic,2,1625,Ave Maria College,Secondary,14-22 Vida Street,ABERFELDIE,VIC,3040,Moonee Valley (C),144.897964,-37.756618,30
Independent,2,1626,Bialik College,Pri/Sec,429 Auburn Road,HAWTHORN EAST,VIC,3122,Boroondara (C),145.043371,-37.842269,37
Independent,2,1633,Luther College,Secondary,Plymouth Rd,CROYDON HILLS,VIC,3136,Maroondah (C),145.272909,-37.782963,32
Catholic,2,1634,Marian College Sunshine,Secondary,196 Glengala Road,SUNSHINE WEST,VIC,3020,Brimbank (C),144.806129,-37.787731,28
Catholic,2,1635,Mount St Joseph Girls' College,Secondary,133 Maidstone Street,ALTONA,VIC,3018,Hobsons Bay (C),144.811674,-37.863902,30
Catholic,2,1644,Mater Christi College,Secondary,28 Bayview Road,BELGRAVE,VIC,3160,Yarra Ranges (S),145.3588871,-37.9106377,31
Catholic,2,1646,St Joseph's College - Ferntree Gully,Secondary,5 Brenock Park Drive,FERNTREE GULLY,VIC,3156,Knox (C),145.295093,-37.89049,30
Catholic,2,1651,Avila College,Secondary,35 Charles Street,MOUNT WAVERLEY,VIC,3149,Monash (C),145.133255,-37.874671,31
Catholic,2,1654,Emmanuel College - Altona North,Secondary,423 Blackshaws Road,ALTONA NORTH,VIC,3025,Hobsons Bay (C),144.842389,-37.831623,28
Catholic,2,1657,St Monica's College,Secondary,400 Dalton Road,EPPING,VIC,3076,Whittlesea (C),145.031414,-37.655184,29
Independent,2,1658,Yarra Valley Grammar,Pri/Sec,Kalinda Road,RINGWOOD,VIC,3134,Maroondah (C),145.258164,-37.783701,35
Catholic,2,1661,Mercy College,Secondary,760 Sydney Road,COBURG,VIC,3058,Moreland (C),144.964562,-37.730398,29
Catholic,2,1670,John Paul College,Secondary,165 Mc Mahons Road,FRANKSTON,VIC,3199,Frankston (C),145.138867,-38.13557,28
Catholic,2,1673,Mazenod College,Secondary,Kernot Ave,MULGRAVE,VIC,3170,Monash (C),145.166144,-37.915204,32
Independent,2,1679,Maranatha Christian School,Pri/Sec,104-108 Reema Boulevard,ENDEAVOUR HILLS,VIC,3802,Casey (C),145.278034,-37.970919,31
Catholic,2,1684,MacKillop Catholic Regional College,Secondary,1 Russell Street,WERRIBEE,VIC,3030,Wyndham (C),144.6651016,-37.90950211,31
Catholic,2,1694,Marian College Myrtleford,Secondary,11-49 Prince Street,MYRTLEFORD,VIC,3737,Alpine (S),146.72536,-36.55334,28
Independent,2,1701,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,135 York Road,MOUNT EVELYN,VIC,3796,Yarra Ranges (S),145.3670969,-37.79883442,29
Independent,2,1706,Melbourne Rudolf Steiner School,Pri/Sec,213 Wonga Road,WARRANWOOD,VIC,3134,Maroondah (C),145.248811,-37.777221,31
Independent,2,1712,Nunawading Christian College-Secondary,Secondary,161 Central Rd,NUNAWADING,VIC,3131,Whitehorse (C),145.1690183,-37.82254717,32
Independent,2,1714,Eltham College,Pri/Sec,1660 Main Road,RESEARCH,VIC,3095,Nillumbik (S),145.192232,-37.70044311,33
Independent,2,1724,Donvale Christian College,Pri/Sec,155 Tindals Road,DONVALE,VIC,3111,Manningham (C),145.193451,-37.774028,32
Independent,2,1734,Braemar College,Pri/Sec,1499 Mt Macedon Rd,WOODEND,VIC,3442,Macedon Ranges (S),144.5759811,-37.36382882,31
Independent,2,1742,Gilson College - Taylors Hill,Pri/Sec,450 Taylors Road,TAYLORS HILL,VIC,3037,Melton (C),144.763149,-37.724602,28
Catholic,2,1744,Galen Catholic College,Secondary,College Street,WANGARATTA,VIC,3677,Wangaratta (RC),146.310537,-36.338747,29
Catholic,2,1766,St Francis Xavier College,Secondary,4 Beaconsfield Avenue,BEACONSFIELD,VIC,3807,Cardinia (S),145.373106,-38.052002,29
Independent,2,1767,Holy Trinity Lutheran College,Pri/Sec,Trinity Drive,HORSHAM,VIC,3400,Horsham (RC),142.217749,-36.708181,31
Independent,2,1771,Waverley Christian College - Wantirna South,Pri/Sec,1248 High Street Road,WANTIRNA SOUTH,VIC,3152,Knox (C),145.215299,-37.880135,35
Independent,2,1773,The King David School,Pri/Sec,517-519 Orrong Road,ARMADALE,VIC,3143,Stonnington (C),145.010495,-37.858226,36
Independent,2,1775,Westbourne Grammar School,Pri/Sec,300 Sayers Rd,TRUGANINA,VIC,3029,Wyndham (C),144.724898,-37.850843,33
Independent,2,1787,Northside Christian College,Pri/Sec,31 McLeans Rd,BUNDOORA,VIC,3083,Whittlesea (C),145.0546707,-37.69501422,31
Independent,2,1792,Oxley Christian College,Pri/Sec,15 - 49 Old Melbourne Rd,CHIRNSIDE PARK,VIC,3116,Yarra Ranges (S),145.30513,-37.763573,31
Independent,2,1794,Covenant College,Pri/Sec,105 Creamery Road,BELL POST HILL,VIC,3215,Greater Geelong (C),144.317997,-38.09719,28
Independent,2,1795,Mountain District Christian School,Pri/Sec,325 Macclesfield Road,MONBULK,VIC,3793,Yarra Ranges (S),145.4527149,-37.85664819,29
Catholic,2,1800,Catholic College Wodonga,Secondary,1 Bowman Court,WODONGA,VIC,3690,Wodonga (C),146.8623901,-36.12961895,29
Catholic,2,1801,Caroline Chisholm Catholic College,Secondary,204 Churchill Avenue,BRAYBROOK,VIC,3019,Maribyrnong (C),144.8501,-37.785858,29
Catholic,2,1810,Loyola College,Secondary,325 Grimshaw Street,WATSONIA,VIC,3087,Banyule (C),145.08073,-37.703396,30
Catholic,2,1811,Catholic Regional College - Melton West,Secondary,109-141 Bulman's Road,MELTON,VIC,3337,Melton (C),144.550411,-37.677246,28
Independent,2,1812,Newhaven College,Pri/Sec,1770 Phillip Island Road,RHYLL,VIC,3923,Bass Coast (S),145.272323,-38.488343,27
Independent,2,1816,Billanook College,Pri/Sec,197-199 Cardigan Road,MOOROOLBARK,VIC,3138,Yarra Ranges (S),145.3388701,-37.78785168,31
Independent,2,1825,Good Shepherd College,Pri/Sec,297 Mount Napier Road,HAMILTON,VIC,3300,Southern Grampians (S),142.041488,-37.770832,27
Independent,2,1826,Plenty Valley Christian College,Pri/Sec,840 Yan Yean Road,DOREEN,VIC,3754,Nillumbik (S),145.138791,-37.613463,31
Catholic,2,1834,Catholic Regional College Institute of Training,Secondary,380 Sydenham Road,SYDENHAM,VIC,3037,Brimbank (C),144.771012,-37.699136,28
Independent,2,1837,Bayside Christian College,Pri/Sec,120-128 Robinsons Road,LANGWARRIN SOUTH,VIC,3911,Frankston (C),145.16302,-38.178632,30
Independent,2,1840,Goulburn Valley Grammar School,Pri/Sec,455 Verney Road,SHEPPARTON,VIC,3630,Greater Shepparton (C),145.415577,-36.327476,34
Independent,2,1841,The Knox School,Pri/Sec,220 Burwood Highway,WANTIRNA SOUTH,VIC,3152,Knox (C),145.219198,-37.865467,32
Independent,2,1846,Heathdale Christian College,Pri/Sec,175 Derrimut Rd,WERRIBEE,VIC,3030,Wyndham (C),144.681332,-37.881318,30
Independent,2,1848,Hillcrest Christian College,Pri/Sec,500 Soldiers Road,CLYDE NORTH,VIC,3978,Casey (C),145.363801,-38.084681,30
Independent,2,1849,St Paul's Anglican Grammar School,Pri/Sec,150 Bowen Street,WARRAGUL,VIC,3820,Baw Baw (S),145.930417,-38.147811,32
Independent,2,1855,Beaconhills College - Pakenham,Pri/Sec,30-34 Toomuc Valley Road,PAKENHAM,VIC,3810,Cardinia (S),145.467319,-38.061898,30
Independent,2,1864,Belgrave Heights Christian School,Pri/Sec,20 Wattle Valley Road,BELGRAVE HEIGHTS,VIC,3160,Yarra Ranges (S),145.3462292,-37.91890282,31
Independent,2,1866,Oakleigh Grammar,Pri/Sec,77 Willesden Road,OAKLEIGH,VIC,3166,Monash (C),145.082819,-37.895907,31
Independent,2,1869,Kerang Christian College,Pri/Sec,98 Wyndham Street,KERANG,VIC,3579,Gannawarra (S),143.913416,-35.730422,33
Independent,2,1871,St Andrews Christian College,Pri/Sec,130 Tyner Road,WANTIRNA SOUTH,VIC,3152,Knox (C),145.244636,-37.873866,33
Independent,2,1872,Chairo Christian School - Drouin,Pri/Sec,76 Balfour Road,DROUIN,VIC,3818,Baw Baw (S),145.877116,-38.142837,27
Independent,2,1874,Australian International Academy of Education,Pri/Sec,653 Sydney Road,COBURG,VIC,3058,Moreland (C),144.966123,-37.736331,23
Independent,2,1876,Flinders Christian Community College - Tyabb,Pri/Sec,155 Mornington - Tyabb Road,TYABB,VIC,3913,Mornington Peninsula (S),145.167984,-38.262117,29
Independent,2,1894,Melton Christian College,Pri/Sec,152-156 Brooklyn Road,MELTON SOUTH,VIC,3338,Melton (C),144.560281,-37.700276,26
Catholic,2,1899,Nazareth College,Secondary,Manning Drive,NOBLE PARK NORTH,VIC,3174,Greater Dandenong (C),145.195459,-37.940226,28
Catholic,2,1903,Mary MacKillop Catholic Regional College,Secondary,115 Horn Street,LEONGATHA,VIC,3953,South Gippsland (S),145.963538,-38.466733,30
Independent,2,1904,King's College,Pri/Sec,44 Balmoral Road,WARRNAMBOOL,VIC,3280,Warrnambool (C),142.506174,-38.362113,29
Independent,2,1906,Al-Taqwa College,Pri/Sec,201 Sayers Road,TRUGANINA,VIC,3029,Wyndham (C),144.722023,-37.85265,30
Independent,2,1908,Overnewton Anglican Community College,Pri/Sec,2-50 Overnewton Road,KEILOR,VIC,3036,Brimbank (C),144.82318,-37.706557,30
Catholic,2,1917,St Mary MacKillop College,Secondary,53 McCrae Street,SWAN HILL,VIC,3585,Swan Hill (RC),143.556795,-35.341915,29
Independent,2,1919,Bacchus Marsh Grammar,Pri/Sec,34 South Maddingley Road,BACCHUS MARSH,VIC,3340,Moorabool (S),144.4315941,-37.69026649,31
Catholic,2,1920,St Peter's College,Secondary,Cranbourne-Frankston Road,CLYDE NORTH,VIC,3978,Casey (C),145.256866,-38.108411,27
Independent,2,1923,Lighthouse Christian College - Keysborough,Pri/Sec,927 Springvale Road,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),145.143501,-38.001204,32
Independent,2,1924,Alphington Grammar School,Pri/Sec,12 - 18 Old Heidelberg Road,ALPHINGTON,VIC,3078,Yarra (C),145.036174,-37.780429,32
Independent,2,1934,St Mary's Coptic Orthodox College,Pri/Sec,19-35 Thorpdale Avenue,COOLAROO,VIC,3048,Hume (C),144.931212,-37.65583,27
Independent,2,1936,Minaret College - Springvale,Pri/Sec,36-38 Lewis Street,SPRINGVALE,VIC,3171,Greater Dandenong (C),145.148625,-37.93904,27
Independent,2,1937,Victory Lutheran College,Pri/Sec,28 Drage Road,WODONGA,VIC,3690,Wodonga (C),146.8452849,-36.11673443,29
Independent,2,1939,Girton Grammar School,Pri/Sec,105 MacKenzie Street,BENDIGO,VIC,3550,Greater Bendigo (C),144.270883,-36.761969,32
Independent,2,1942,Casey Grammar School,Pri/Sec,3 New Holland Drive,CRANBOURNE EAST,VIC,3977,Casey (C),145.2928988,-38.11029539,29
Independent,2,1946,Victory Christian College,Pri/Sec,6 Kairn Road,STRATHDALE,VIC,3550,Greater Bendigo (C),144.313456,-36.782625,29
Independent,2,1947,Ilim College,Pri/Sec,30 Inverloch Crescent,BROADMEADOWS,VIC,3047,Hume (C),144.930072,-37.668621,28
Catholic,2,1949,Penola Catholic College,Secondary,29 GIbson Street,BROADMEADOWS,VIC,3047,Hume (C),144.918263,-37.687856,27
Independent,2,1953,Kardinia International College,Pri/Sec,29-31 Kardinia Drive,BELL POST HILL,VIC,3215,Greater Geelong (C),144.327997,-38.109881,32
Independent,2,1957,Good News Lutheran College,Pri/Sec,580 Tarneit Road,TARNEIT,VIC,3029,Wyndham (C),144.666605,-37.855248,29
Independent,2,1958,Sirius College - Eastmeadows,Pri/Sec,Goulburn Street,BROADMEADOWS,VIC,3047,Hume (C),144.9356383,-37.68471741,29
Independent,2,1960,Red Rock Christian College,Pri/Sec,340 Settlement Road,SUNBURY,VIC,3429,Hume (C),144.706022,-37.519099,29
Catholic,2,1962,Thomas Carr College,Secondary,35 Thomas Carr Drive,TARNEIT,VIC,3029,Wyndham (C),144.702055,-37.847676,25
Independent,2,1964,Shepparton Christian College Ltd,Pri/Sec,155 Verney Road,SHEPPARTON,VIC,3630,Greater Shepparton (C),145.415979,-36.353866,29
Independent,2,1965,Darul Ulum College of Victoria,Pri/Sec,17 Baird Street,FAWKNER NORTH,VIC,3060,Moreland (C),144.971692,-37.705178,32
Independent,2,1966,St Thomas Aquinas College,Pri/Sec,1 Tynong Road,TYNONG,VIC,3813,Cardinia (S),145.6236872,-38.08322193,26
Independent,2,1972,East Preston Islamic College,Pri/Sec,55 Tyler Street,EAST PRESTON,VIC,3072,Darebin (C),145.0362184,-37.73395414,21
Independent,2,1978,Aitken College,Pri/Sec,1010 Mickleham Road,GREENVALE,VIC,3059,Hume (C),144.890698,-37.627709,28
Independent,2,1981,Alia College,Secondary,405 Tooronga Road,HAWTHORN EAST,VIC,3123,Boroondara (C),145.045173,-37.843225,25
Independent,2,1985,Christian College Institute of Senior Education,Secondary,135 Pigdons Road,WAURN PONDS,VIC,3216,Greater Geelong (C),144.3036678,-38.18767923,30
Independent,2,1990,Mt Hira College,Pri/Sec,185 Perry Road,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),145.175471,-38.013991,29
Independent,2,2000,Geelong Baptist College,Pri/Sec,590 Anakie Road,LOVELY BANKS,VIC,3221,Greater Geelong (C),144.330286,-38.067137,26
Catholic,2,2001,Lavalla Catholic College,Secondary,Kosciusko Street,TRARALGON,VIC,3844,Latrobe (C),146.514247,-38.200895,28
Independent,2,2009,Haileybury Girls College,Pri/Sec,855 Springvale Road,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),145.1447668,-37.99554667,36
Catholic,2,2010,Antonine College,Pri/Sec,71 Grandview Avenue,PASCOE VALE SOUTH,VIC,3044,Moreland (C),144.9427365,-37.74119138,25
Independent,2,2016,Ozford College,Secondary,"Levels 7 & 9, 310 King Street",MELBOURNE,VIC,3000,Melbourne (C),144.954425,-37.812887,22
Independent,2,2024,Holmes Secondary College,Secondary,185 Spring Street,MELBOURNE,VIC,3000,Melbourne (C),144.972271,-37.810302,26
Catholic,2,2032,Marymede Catholic College,Pri/Sec,60 Williamsons Road,SOUTH MORANG,VIC,3752,Whittlesea (C),145.091027,-37.643315,30
Independent,2,2035,Lakeside Lutheran College,Pri/Sec,2 Portobello Road,PAKENHAM,VIC,3810,Cardinia (S),145.4559279,-38.06492414,25
Independent,2,2043,Balcombe Grammar School,Pri/Sec,389 Nepean Hwy,MT MARTHA,VIC,3934,Mornington Peninsula (S),145.0326885,-38.27325431,32
Independent,2,2045,Ballarat Christian College,Pri/Sec,Yarrowee & Vickers Streets,SEBASTOPOL,VIC,3356,Ballarat (C),143.8438075,-37.59292494,25
Catholic,2,2051,Kolbe Catholic College,Secondary,Lysterfield Drive,GREENVALE LAKES,VIC,3059,Hume (C),144.909467,-37.615321,25
Independent,2,2052,Hume Anglican Grammar,Pri/Sec,100 Mount Ridley Road,MICKLEHAM,VIC,3064,Hume (C),144.931253,-37.56798,31
Independent,2,2054,Lighthouse Christian College - Cranbourne,Pri/Sec,1785 South Gippsland Hwy,CRANBOURNE,VIC,3977,Casey (C),145.3073,-38.14,30
Independent,2,2056,Geelong Lutheran College,Pri/Sec,2 - 38 Burvilles Road,ARMSTRONG CREEK,VIC,3217,Greater Geelong (C),144.337067,-38.230458,30
Independent,2,2061,Al Siraat College,Pri/Sec,45 Harvest Home Road,EPPING,VIC,3076,Whittlesea (C),145.0375337,-37.62426056,32
Independent,2,2064,Woodleigh School,Pri/Sec,485 Golf Links Road,LANGWARRIN SOUTH,VIC,3911,Frankston (C),145.174648,-38.1926,30
Independent,2,2072,Melbourne Grammar School,Pri/Sec,355 St Kilda Road,MELBOURNE,VIC,3004,Melbourne (C),144.9770931,-37.83359283,35
Independent,2,2073,Islamic College of Melbourne,Pri/Sec,83 Wootten Road,TARNEIT,VIC,3029,Wyndham (C),144.660376,-37.854236,30
Independent,2,2074,Southern Cross Grammar,Pri/Sec,2-20 Lancefield Drive,CAROLINE SPRINGS,VIC,3023,Melton (C),144.7396024,-37.71396413,31
Independent,2,2076,Cornish College,Pri/Sec,65 Riverend Road,BANGHOLME,VIC,3175,Greater Dandenong (C),145.148761,-38.049197,31
Independent,2,2080,Glenroy Private,Pri/Sec,93 Daley Street,GLENROY,VIC,3046,Moreland (C),144.9292633,-37.69777468,20
Independent,2,2081,Cathedral College Wangaratta,Pri/Sec,344 Wangaratta-Whitfield Road,WANGARATTA,VIC,3676,Wangaratta (RC),146.329913,-36.385946,29
Independent,2,2097,Cobram Anglican Grammar School,Pri/Sec,40-48 Campbell Road,COBRAM,VIC,3644,Moira (S),145.660055,-35.924283,26
Catholic,2,2098,Marist College Bendigo,Pri/Sec,95 Golf Links Road,MAIDEN GULLY,VIC,3551,Greater Bendigo (C),144.2216905,-36.73171249,29
Independent,2,2099,Heatherton Christian College,Pri/Sec,316-322 Kingston Road,CLARINDA,VIC,3169,Kingston (C),145.111361,-37.95784,28
Independent,2,2101,Alice Miller School,Pri/Sec,110 Bailey Road,MACEDON,VIC,3440,Macedon Ranges (S),144.5331946,-37.44570261,31
Independent,2,2103,Al Iman College,Pri/Sec,20-40 Rees Road,MELTON SOUTH,VIC,3338,Melton (C),144.5654845,-37.7071174,25
Independent,2,2104,Edinburgh College,Pri/Sec,33-61 Edinburgh Road,LILYDALE,VIC,3140,Yarra Ranges (S),145.351985,-37.78489,28
Government,1,8246,Homestead Senior Secondary College,Secondary,9 Coaching Parade,Point Cook,VIC,3030,Wyndham (C),144.76858,-37.91573,28
Government,1,8736,Bass Coast College,Secondary,2 McKenzie Street,Wonthaggi,VIC,3995,Bass Coast (S),145.59788,-38.61094,27
